Category,Name,Price,Price_Numeric
Bakery,Al'fez Lebanese Style Flatbreads Flame Baked 180G,£2.25,2.25
Bakery,BFree 2 Gluten Free Spiced Crt Cakes 170G,£3.50,3.5
Bakery,BFree Bake at Home White Demi Baguettes 2 Pack 220g,£3.10,3.1
Bakery,BFree Gluten Free High Protein Wraps 4 x 42g (168g),£3.80,3.8
Bakery,BFree Gluten Free Soft White Wraps 4 x 42g (168g),£2.70,2.7
Bakery,BFree Gluten Free Stone Baked Pitta Bread 220g,£2.75,2.75
Bakery,BFree Gluten Free Sweet Potato Wraps 6 Pack 42g,£3.75,3.75
Bakery,BFree Gluten Free Tiger Rolls 4 Pack 60g,£3.40,3.4
Bakery,BFree Stone Baked Pizza Bases 360g,£4.25,4.25
Bakery,BFree Wholegrain Gluten Free Pitta Bread 4 Pack 55g,£2.75,2.75
Bakery,BRITANNIA GOOD DAY BUTTER COOKIES 216g,£1.50,1.5
Bakery,Biona Organic Rye Bread Chia & Flax 500g,£2.95,2.95
Bakery,Bluey Celebration Cake with Raspberry Jam,£14.50,14.5
Bakery,Bonne Maman Chocolate Madeleines with Milk 7 Pack,£3.15,3.15
Bakery,Bonne Maman Chocolate Pecan Brownies 175g,£2.50,2.5
Bakery,Bonne Maman La Madeleine 7 Pack,£3.15,3.15
Bakery,Bonne Maman Petits Muffins - Vanilla 235g,£3.00,3.0
Bakery,Brioche Pasquier 6 Beignets Chocolate & Hazelnut 270g,£2.20,2.2
Bakery,Brioche Pasquier 8 Pancakes chocolate chip 280g,£2.25,2.25
Bakery,Brioche Pasquier Pain Au Chocolat 6 Pack,£1.90,1.9
Bakery,Brioche Pasquier Pitch Chocolate Chip Brioche 6 Pack,£1.75,1.75
Bakery,Cadbury Caramel Cake Bars 5 Pack,£2.25,2.25
Bakery,Cadbury Caramel Chocolate Celebration Cake,£13.00,13.0
Bakery,Cadbury Crunchie Cake Bars 5 Pack,£2.25,2.25
Bakery,Cadbury Crunchie Celebration Cake with Honeycomb,£13.00,13.0
Bakery,Cadbury Dairy Milk Caramel Mini Cookies X14,£3.00,3.0
Bakery,Cadbury Flake Chocolate Celebration Cake,£13.00,13.0
Bakery,Cadbury Milk Chocolate Caramel Mini Rolls Cakes 10 pack,£3.95,3.95
Bakery,Cadbury Mini Rolls - Chocolate Orange 5 Pack,£2.50,2.5
Bakery,Cadbury Mini Rolls - Milk Chocolate 10 Pack,£3.95,3.95
Bakery,Cadbury Mini Rolls - Milk Chocolate 5 Pack,£2.50,2.5
Bakery,Cadbury Mini Rolls - Raspberry 10 Pack,£3.95,3.95
Bakery,Cadbury Mini Yule Logs - Triple Chocolate 5 Pack,£2.85,2.85
Bakery,Cadbury Raspberry Mini Roll 5 Pack,£2.50,2.5
Bakery,Cadbury Reindeer Cakes 4 Pack,£2.85,2.85
Bakery,Clay Oven Bakery Artisan Flame Baked Pizza Bases 2 pack,£2.95,2.95
Bakery,Clay Oven Bakery Hand Stretched Garlic & Coriander Naan Bread 2 Pack 360g,£1.85,1.85
Bakery,Clay Oven Bakery Plain Naan Bread 2 Pack 360g,£1.85,1.85
Bakery,Crosta & Mollica Durum Wheat Piadina Midi Flatbreads 6 Pack 240g,£2.00,2.0
Bakery,Crosta & Mollica Wholeblend Piadina Midi Flatbreads 240g,£2.00,2.0
Bakery,Deli Kitchen 4 Colombian Style Buns,£2.00,2.0
Bakery,Deli Kitchen Brioche Style Tortilla Wraps 6 Pack 366g,£1.90,1.9
Bakery,Deli Kitchen Carb Lite Wheat Tortilla Wraps 6 Pack 300g,£1.90,1.9
Bakery,Deli Kitchen Greek Style Plain Flatbreads 4 Pack 320g,£1.90,1.9
Bakery,Deli Kitchen Lebanese Style Flatbreads 2 pack,£1.50,1.5
Bakery,Deli Kitchen Persian Style Plain Flatbreads 2 Pack 180g,£1.45,1.45
Bakery,Deli Kitchen Sliced Focaccia Flatbreads 4 Pack 300g,£1.80,1.8
Bakery,Dina Paninette 5 Large Traditional Lebanese White Bread Wraps,£1.20,1.2
Bakery,Disney Cars Lightning McQueen Chocolate Celebration Cake,£15.50,15.5
Bakery,Disney Princess Garland Cake,£14.00,14.0
Bakery,Dr Schar Gluten Free Vitality Loaf 350G,£3.00,3.0
Bakery,Galaxy Chocolate Sponge Cake Bars with Cream Centre 5 Pack,£2.75,2.75
Bakery,Galaxy Cupcakes 9 pack,£7.50,7.5
Bakery,Galaxy Ripple Indulgent Chocolate Cake Portions,£15.00,15.0
Bakery,Galaxy Salted Caramel Cake Bars 5 Pack,£2.50,2.5
Bakery,Galaxy Treat Cake - Chocolate,£10.00,10.0
Bakery,Genius Deliciously Gluten Free Blueberry Pancakes 6 pack,£2.20,2.2
Bakery,Genius Gluten Free 4 Triple Chocolate Fudgy Brownies,£3.25,3.25
Bakery,Genius Gluten Free Blueberry Muffins 2 Pack,£2.10,2.1
Bakery,Genius Gluten Free Brioche Style Burger Buns 2 Pack,£2.00,2.0
Bakery,Genius Gluten Free Cinnamon & Raisin Spicy Loaf 400g,£3.10,3.1
Bakery,Genius Gluten Free Crumpets 4 pack,£2.20,2.2
Bakery,Genius Gluten Free Double Chocolate Muffins 2 Pack,£2.10,2.1
Bakery,Genius Gluten Free Multi Seeded Farmhouse Loaf Bread 430g,£2.75,2.75
Bakery,Genius Gluten Free Multi Seeded Rolls 4 Pack,£2.30,2.3
Bakery,Genius Gluten Free Pancakes 6 pack,£2.20,2.2
Bakery,Genius Gluten Free Soft White Toastie Loaf Bread 430g,£2.75,2.75
Bakery,Genius Gluten Free Tiger Bread Bloomer Loaf 400g,£3.30,3.3
Bakery,Genius Rocky Roads with Wild Strawberry Candy Kittens 4 pack,£4.00,4.0
Bakery,Guinness Chocolate Gift Cake,£6.50,6.5
Bakery,H.W. Nevill's Medium Sliced White Bread 800g,£0.55,0.55
Bakery,H.W. Nevill's Medium Sliced Wholemeal Bread 800g,£0.55,0.55
Bakery,H.W. Nevill's Part Baked White Baguette 2 Pack,£0.89,0.89
Bakery,H.W. Nevills Pain Au Chocolat 8 Pack,£1.39,1.39
Bakery,H.W. Nevills Plain Croissants 8 Pack,£1.39,1.39
Bakery,H.W. Nevills Plain White Tortilla Wraps 8 Pack,£0.99,0.99
Bakery,H.W. Nevills Wholemeal Tortilla Wraps 8 Pack,£0.99,0.99
Bakery,Heat & Eat Seeded Baguette 3 Pack,£1.60,1.6
Bakery,Heat & Eat White Baguette 3 Pack,£1.60,1.6
Bakery,Heat and Eat Sea Salt & Pepper Baguette 3 Pack,£1.60,1.6
Bakery,Hershey's Cookies 'n' Creme Filled Crepes 6 Pack 192g,£2.10,2.1
Bakery,Hoppers Farmhouse Bakeries Chocolate Mini Rolls (Family Pack) 10 Pack,£1.90,1.9
Bakery,Hovis Authentic Granary Small Bread 400g,£1.15,1.15
Bakery,Hovis Authentic Granary Thick Bread 800g,£1.95,1.95
Bakery,Hovis Authentic Granary Wholemeal Sliced Bread 800g,£1.95,1.95
Bakery,Hovis Best of Both Medium Bread 800g,£1.15,1.15
Bakery,Hovis Best of Both Thick Bread 800g,£1.15,1.15
Bakery,Hovis Buttermilk Sub Rolls 4 Pack,£2.00,2.0
Bakery,Hovis Farmhouse Batch 400g,£1.25,1.25
Bakery,Hovis Farmhouse Batch 800g,£1.65,1.65
Bakery,Hovis Farmhouse Batch Wholemeal Bread with Oats 800g,£1.65,1.65
Bakery,Hovis Premium Burger Buns 4 Pack,£1.50,1.5
Bakery,Hovis Premium Hot Dog Rolls 4 Pack,£1.50,1.5
Bakery,Hovis Protein Sunflower & Honey Sub Rolls 2 Pack,£1.40,1.4
Bakery,Hovis Seed Sensations Multiseeded Malted Wholegrain Bread 800g,£1.95,1.95
Bakery,Hovis Seed Sensations Seven Seeds Sliced Bread 400g,£1.15,1.15
Bakery,Hovis Seed Sensations Seven Seeds Sliced Bread 800g,£1.95,1.95
Bakery,Hovis Seeded Batch Sliced Bread 800g,£1.50,1.5
Bakery,Hovis Seeded Multiseeded Sliced Bread 450g,£1.85,1.85
Bakery,Hovis Signature White 800g,£1.65,1.65
Bakery,Hovis Soft White Medium Sliced Bread 800g,£1.39,1.39
Bakery,Hovis Soft White Thick Sliced Bread 800g,£1.39,1.39
Bakery,Hovis Tasty Wholemeal Medium Sliced Bread 400g,£1.00,1.0
Bakery,Hovis White 'n' Fibre Sliced Bread 800g,£1.65,1.65
Bakery,Hovis White Sliced Bread 450g,£1.85,1.85
Bakery,Hovis Wholemeal Tasty Medium Bread 800g,£1.39,1.39
Bakery,Hovis Wholemeal Thick Sliced Bread 800g,£1.39,1.39
Bakery,Jacksons of Yorkshire Champion Multigrain Brown Bloomer Bread 800g,£1.85,1.85
Bakery,Jacksons of Yorkshire Soft Champion White Bloomer Bread 800g,£1.85,1.85
Bakery,Jason's Creations Fruited Loaf Sourdough 400g,£2.50,2.5
Bakery,Jason's Creations Olive & Basil Sourdough 400g,£2.50,2.5
Bakery,Jason's Everyday Sourdough White Rolls 4 Pack,£1.65,1.65
Bakery,Jason's Everyday Tiger Rolls with Sourdough 4 Pack,£1.65,1.65
Bakery,Jason's Protein Sourdough Sunflower Seeded Bread 580g,£2.75,2.75
Bakery,Jason's Recipe Majestic Malted No. 06 Sourdough Bread 450g,£2.15,2.15
Bakery,Jason's Recipe No 01 The Great White Straight Up Sourdough Loaf 450g,£2.15,2.15
Bakery,Jason's Recipe No 08 White Sourdough Ciabattin Bread 580g,£2.15,2.15
Bakery,Jason's Recipe No 09 Wholemeal Sourdough Ciabattin Bread 580g,£2.15,2.15
Bakery,Jason's Seeded Protein Rolls 320g,£1.85,1.85
Bakery,Jason's Sourdough Grains & Seeds Ciabattin 900g,£3.30,3.3
Bakery,Jason's Sourdough White Ciabattin Bread with Grains & Seeds 580g,£2.15,2.15
Bakery,Jason's Superb Sprouted Grains Sourdough Bread 450g,£2.15,2.15
Bakery,Jason's White Ciabattin Sourdough 900g,£3.30,3.3
Bakery,Jus Rol Cinnamon Swirl Kit 300g,£3.00,3.0
Bakery,Just Love Food Indulgent Vegan Chocolate Cake,£8.50,8.5
Bakery,Just Love Food Nut Free Happy Birthday Cake - Vanilla and jam (Gluten Free),£9.00,9.0
Bakery,Just Love Gluten Free Vanilla School Cakes 4 Pack,£4.50,4.5
Bakery,Just Love Vanilla Confetti Sponge Cake Traybake,£6.50,6.5
Bakery,Juvela Gluten Free Indian Flatbread Tandoori Masala & Coriander 225g,£2.50,2.5
Bakery,Juvela Gluten Free Italian Inspired Flatbread - Wild Garlic & Rosemary 225g,£2.50,2.5
Bakery,Juvela OAF Gluten Free 2 Pizza Base Slices 220g,£2.75,2.75
Bakery,Kingsmill 50/50 Medium Soft White Bread Loaf 800g,£1.09,1.09
Bakery,Kingsmill 50/50 No Crusts Bread Loaf 400g,£1.95,1.95
Bakery,Kingsmill Scotch Pancakes 6 Pack,£1.10,1.1
Bakery,Lazy Day Chocolate Tiffin 150g,£2.80,2.8
Bakery,LazyDay Salted Caramel Crispies Rice Crisped Squares 150g,£3.25,3.25
Bakery,LazyDay Vegan & Free From Belgian Chocolate Cake Bars 120g,£3.75,3.75
Bakery,Lyle's Golden Syrup Chocolate Flapjacks 5x30g,£2.50,2.5
Bakery,Lyle's Golden Syrup Flapjacks 5 x 30g (150g),£2.50,2.5
Bakery,MILKY WAY CROISSANT 4 x 48 g,£2.50,2.5
Bakery,MINECRAFT Celebration Cake,£14.00,14.0
Bakery,Maltesers Cake Bars 5 Pack,£2.75,2.75
Bakery,Marvel Spiderman Nut Free Cake - Vanilla and Raspberry,£15.50,15.5
Bakery,McVitie's Chocolate Toasting Waffles 8 Pack 200g,£1.90,1.9
Bakery,McVitie's Digestives Caramel Millionaire Slices 5 Pack 109.9g,£1.50,1.5
Bakery,McVitie's Digestives Milk Chocolate Slices 5 Pack 114.1g,£1.50,1.5
Bakery,McVitie's Hobnobs Oaty Flapjacks 5 Pack 131.8g,£1.50,1.5
Bakery,McVitie's Hobnobs Oaty Flapjacks Milk Chocolate 5 Pack 131.8g,£1.50,1.5
Bakery,McVitie's Jaffa Cakes Zingy Orangey Bars 10 Pack,£3.70,3.7
Bakery,McVitie's Jaffa Cakes Zingy Orangey Bars 5 Pack,£2.00,2.0
Bakery,McVitie's Jamaica Ginger Sticky Pudding Cake,£1.75,1.75
Bakery,McVitie's Lyle's Golden Syrup Sticky Pudding Cake,£1.75,1.75
Bakery,McVitie's Toasting Waffles 8 Pack,£1.90,1.9
Bakery,Minions Chocolate Celebration Cake,£14.50,14.5
Bakery,Mission Deli Wheat & White Wraps 6 Pack 367G,£1.70,1.7
Bakery,Mission Mini Original Tortilla Wraps 6 Pack,£1.20,1.2
Bakery,Mission Mini Wheat & White Tortilla Wraps 6 Pack,£1.20,1.2
Bakery,Mission Original Tortilla Wraps 6 Pack,£1.70,1.7
Bakery,Mission Protein Plant Powered Wraps 6 Pack,£1.75,1.75
Bakery,Mission Wholemeal Tortilla Wraps 6 Pack 367g,£1.70,1.7
Bakery,Mr Kipling 6 Christmas Slice,£2.50,2.5
Bakery,Mr Kipling 6 Snowflake Mince Pies,£2.50,2.5
Bakery,Mr Kipling Almond Slices 6 Pack,£2.75,2.75
Bakery,Mr Kipling Angel Slices Raspberry Cake 6 Pack,£2.75,2.75
Bakery,Mr Kipling Angel Slices Vanilla Cake 6 Pack,£2.75,2.75
Bakery,Mr Kipling Angel Slices Vanilla Cake 8 Pack,£3.50,3.5
Bakery,Mr Kipling Assorted Jam Tarts 6 Pack,£3.00,3.0
Bakery,Mr Kipling Bakewell Slices 6 Pack,£2.75,2.75
Bakery,Mr Kipling Banana Lunchbox Cake Slices 4 pack,£1.65,1.65
Bakery,Mr Kipling Birthday Cake Tarts 4 pack,£2.00,2.0
Bakery,Mr Kipling Bramley Apple & Blackcurrant Pie 30% Less Sugar 6 Pack,£3.00,3.0
Bakery,Mr Kipling Bramley Apple & Blackcurrant Pies 6 Pack,£3.00,3.0
Bakery,Mr Kipling Bramley Apple Pies 6 Pack,£3.00,3.0
Bakery,Mr Kipling Breakfast Bakes Chocolate Chip Snack Cakes 4 pack,£2.50,2.5
Bakery,Mr Kipling Caramel Tarts Cake 4 Pack,£2.00,2.0
Bakery,Mr Kipling Caramelised Biscuit Viennese Whirls Cakes 6 pack,£2.00,2.0
Bakery,Mr Kipling Cherry Bakewell Mini Cake Bites 220g,£3.75,3.75
Bakery,Mr Kipling Chocolate & Fudge Loaf Cake 220g,£1.75,1.75
Bakery,Mr Kipling Chocolate Caramel Crispy Mini Cake Bites 186g,£3.75,3.75
Bakery,Mr Kipling Chocolate Orange Lunchbox Cake Slices 4 pack,£1.65,1.65
Bakery,Mr Kipling Chocolate Slices 8 Pack,£3.50,3.5
Bakery,Mr Kipling Chocolate Strawberry Mini Cake Bites 205g,£3.75,3.75
Bakery,Mr Kipling Country Slices 6 Pack,£2.75,2.75
Bakery,Mr Kipling Deliciously Good Chocolate Slices 6 Pack,£2.75,2.75
Bakery,Mr Kipling Double Chocolate Mini Cake Bites 205g,£3.75,3.75
Bakery,Mr Kipling Exceedingly Good Battenberg Cake,£2.25,2.25
Bakery,Mr Kipling Exceedingly Good Cakes Cherry Bakewells 6 Pack,£3.00,3.0
Bakery,Mr Kipling Exceedingly Good Cakes Lemon Layered Slices 6 Pack,£2.75,2.75
Bakery,Mr Kipling Exceedingly Good Cakes Lemon Layered Slices 8 Pack,£3.50,3.5
Bakery,Mr Kipling Exceedingly Good Fruit Pie Selection 6 Pack,£3.00,3.0
Bakery,Mr Kipling French Fancies Assorted 8 Pack,£3.00,3.0
Bakery,Mr Kipling Frosty Fancies 8 Pack,£2.50,2.5
Bakery,Mr Kipling Gooey Brownie Bites - Double Chocolate 10 Pack,£2.25,2.25
Bakery,Mr Kipling Gooey Brownie Bites - Salted Caramel 10 Pack,£2.25,2.25
Bakery,Mr Kipling Manor House Sultanas Sponge Cake,£3.50,3.5
Bakery,Mr Kipling Millionaires Chocolate Caramel Shortcake Mini Cake Bites 254g,£3.75,3.75
Bakery,Mr Kipling Millionaire’s Chocolate Caramel Mini Cake Bites 220g,£3.75,3.75
Bakery,Mr Kipling Mini Battenbergs - Apricot and Almond 5 Pack,£2.50,2.5
Bakery,Mr Kipling Raspberry Lunchbox Cake Slices 4 pack,£1.65,1.65
Bakery,Mr Kipling Reduced Sugar Bramley Apple Pies 6 Pack,£3.00,3.0
Bakery,Mr Kipling Signature Collection Layer Cakes - Chocolate & Caramel 4 Pack,£2.50,2.5
Bakery,Mr Kipling Sticky Toffee Loaf Cake 220g,£1.75,1.75
Bakery,Mr Kipling Strawberries & Cream Cake Tarts 4 pack,£2.00,2.0
Bakery,Mr Kipling Strawberries & Cream Fancies 8 Pack,£3.00,3.0
Bakery,Mr Kipling Viennese Whirls 6 Pack,£2.00,2.0
Bakery,Mrs Crimble's 6 Double Choc Macaroons 195g,£2.00,2.0
Bakery,Mrs Crimble's Bakewell Slices 4 Pack,£1.85,1.85
Bakery,Mrs Crimble's Big Gluten Free Coconut Macaroons 180g,£1.75,1.75
Bakery,Mrs Crimble's Classic French Madeleines - Gluten Free Sponge Cakes 180g,£2.75,2.75
Bakery,Mrs Crimble's Gluten Free Chocolate Coconut Macaroons 6 Pack 195g,£1.75,1.75
Bakery,Mrs Crimble's Gluten Free Coconut Macaroons with Caramel Pieces 6 Pack 180g,£1.75,1.75
Bakery,Ms Molly's Chocolate Chip Cake Bars 5 Pack,£0.75,0.75
Bakery,Ms Molly's Fairy Cakes 12 Pack,£0.99,0.99
Bakery,"Ms Molly's Iced Fairy Cakes - Plain, Lemon, Strawberry 12 Pack",£1.20,1.2
Bakery,Ms Molly's Jumbo Chocolate & Vanilla Swiss Roll,£1.65,1.65
Bakery,Ms Molly's Jumbo Strawberry & Vanilla Swiss Roll,£1.65,1.65
Bakery,Ms Molly's Lightly Fruited Cake 440g,£1.25,1.25
Bakery,Ms Molly's Madeira Celebration Cake,£5.25,5.25
Bakery,Ms Molly's Raspberry Swiss Roll,£1.15,1.15
Bakery,Nadiya Aromatic Spiced Banoffee Caramel Loaf,£4.50,4.5
Bakery,Nadiya Birthday Cake Blondies 198g,£3.25,3.25
Bakery,Nadiya Chocolate Rainbow Cake,£15.00,15.0
Bakery,Nadiya Spiced Cherry Bakewell Loaf,£4.50,4.5
Bakery,New York Bakery Co Cinnamon & Raisin Bagels 5 Pack,£1.90,1.9
Bakery,New York Bakery Co Plain and Sesame Bagels 5 Pack,£1.90,1.9
Bakery,New York Bakery Co Red Onion & Chive Bagels 5 Pack,£1.90,1.9
Bakery,New York Bakery Co The Original Plain Bagels 5 Pack,£1.90,1.9
Bakery,New York Bakery Co Wholemeal Bagels 5 Pack,£1.90,1.9
Bakery,New York Bakery Co. Gluten Free Plain Bagels 4 Pack,£2.70,2.7
Bakery,New York Bakery Everything Bagel 5 pack,£1.90,1.9
Bakery,New York Bakery Lighter Sliced Bagels 5 pack,£1.90,1.9
Bakery,New York Bakery NYC Chocolate Chip Cookies 4 pack,£4.00,4.0
Bakery,New York Bakery NYC Salted Caramel & Pecan Cookies 4 pack,£4.00,4.0
Bakery,New York Bakery Protein Boost Sliced Bagels 5 pack,£1.90,1.9
Bakery,New York Bakery The Original 2 NYC Subs,£1.80,1.8
Bakery,New York Bakery The Original NYC Subs 4 pack,£3.00,3.0
Bakery,Nutella Chocolate & Hazelnut Ring Donut 2 Pack,£2.65,2.65
Bakery,Nutella Muffins 2 Pack,£2.65,2.65
Bakery,OAF Gluten Free Seedie Sour D'oh 370g,£3.75,3.75
Bakery,OAF Gluten Free White Softie 400g,£3.00,3.0
Bakery,OAF Gluten Free White Sour D'oh 370g,£3.75,3.75
Bakery,OGGS Mega Birthday Cupcakes 9pk,£9.00,9.0
Bakery,OGGS Mini Vanilla Cupcakes 9pk NEW,£4.15,4.15
Bakery,OGGS Victoria Sponge Cakes 4pk,£4.10,4.1
Bakery,OGGS Zesty Lemon Cakes 4pk,£4.10,4.1
Bakery,Organic Extra Fibre Tortilla Wraps 240g (Amaizin),£3.00,3.0
Bakery,Organic Wheat Tortilla Wraps 240g (Amaizin),£3.00,3.0
Bakery,Pagen Gifflar Cinnamon Pastry Rolls 260g,£2.00,2.0
Bakery,Patak's 4 Flame Baked Mini Naan Breads,£1.90,1.9
Bakery,Patak's Flame Baked Mini Naans - Garlic & Coriander 4 Pack,£1.90,1.9
Bakery,Patak's Flame Baked Peshwari Naans 2 Pack,£1.85,1.85
Bakery,Patak's Flame Baked Plain Naans 2 Pack,£1.85,1.85
Bakery,Patak's Garlic & Coriander Naans 2 Pack,£1.85,1.85
Bakery,Pokemon Pikachu Celebration Party Cake - Raspberry and Vanilla,£14.50,14.5
Bakery,Promise Gluten Free Chia & Quinoa Sliced Bread Loaf 480g,£3.60,3.6
Bakery,Promise Gluten Free Chocolate Ganache Artisan Buns 180G,£3.85,3.85
Bakery,Promise Gluten Free English Muffins 240g,£3.75,3.75
Bakery,Promise Gluten Free Soft White Sliced Bread 480g,£3.60,3.6
Bakery,Promise Gluten Free Wholesome Brown Sliced Bread Loaf 480g,£3.60,3.6
Bakery,Promise Gluten FreeBread Multi Grain Loaf 480g,£3.60,3.6
Bakery,Real Lancashire Eccles Cakes 4 pack,£2.40,2.4
Bakery,Regal 6 Chocolate Filled Croissants 252g,£1.75,1.75
Bakery,SCHAR GLUTEN FREE MUFFIN CHOCO CHIPS 225G,£3.30,3.3
Bakery,SWIZZELS Love Hearts Gift cake,£6.50,6.5
Bakery,Schar Buckwheat Brown Ciabatta Rolls 200g,£2.40,2.4
Bakery,Schar Every Day Gluten-free Soft Rolls - White Ciabatta 200g,£2.40,2.4
Bakery,Schar Gluten Free Foldable Flatbreads 225g,£2.50,2.5
Bakery,Schar Gluten Free Panini Rolls 150g,£1.90,1.9
Bakery,Schar Gluten Free Waffles 100G,£2.40,2.4
Bakery,Schar Gluten-Free Soft Seeded Loaf Bread 300g,£2.95,2.95
Bakery,Schar Gluten-Free Soft White Sliced Bread Loaf,£2.95,2.95
Bakery,Schneiderbrot Whole Grain Vollkornbrot Rye Bread 500g,£1.55,1.55
Bakery,Sheldon's White Oven Bottom Muffins 6 Pack,£1.55,1.55
Bakery,Simply Doughnuts Mini Classic and Sugar Ring 8 Pack,£1.30,1.3
Bakery,Soreen Apple Lunchbox Loaves 5 Pack 150g,£1.80,1.8
Bakery,Soreen Banana Fruit Loaf 260g,£1.60,1.6
Bakery,Soreen Banana Lunchbox Loaves 5 Pack,£1.80,1.8
Bakery,Soreen Lift Apple & Mango 4 Pack 168g,£2.25,2.25
Bakery,Soreen Lift Bars - Blueberry 4 Pack 168g,£2.25,2.25
Bakery,Soreen Lift Bars - Raspberry & Vanilla 4 Pack 168g,£2.25,2.25
Bakery,Soreen Lunchbox Loaves - Strawberry 5 Pack,£1.80,1.8
Bakery,Soreen Malt Lunchbox Loaves - Family Pack 10 Pack,£2.50,2.5
Bakery,Soreen Malt Lunchbox Loaves 5 Pack,£1.80,1.8
Bakery,Soreen Original Fruited Malt Loaf 260g,£1.60,1.6
Bakery,Soreen Sliced Fruited Malt Loaf 290g,£1.75,1.75
Bakery,Soreen Sticky Toffee Loaf 260g,£1.60,1.6
Bakery,Soreen The Original Fruited Malt Loaf 390g,£1.75,1.75
Bakery,St Michel Choco Waffle 6 Pack 180G,£2.65,2.65
Bakery,St Michel Chocolate Muffin 6 Pack 180g,£2.65,2.65
Bakery,St Pierre 2 All Butter Croissants,£2.30,2.3
Bakery,St Pierre 4 Spicy Chilli Brioche Burger Buns,£2.50,2.5
Bakery,St Pierre Brioche Hot Dog Rolls 4 pack,£2.00,2.0
Bakery,St Pierre Burger Buns 4 pack,£2.50,2.5
Bakery,St Pierre Chocolate Filled French Crepes 6 Pack,£2.15,2.15
Bakery,St Pierre Croissants 6 pack,£2.25,2.25
Bakery,St Pierre Pain Au Chocolat 6 pack,£2.25,2.25
Bakery,St Pierre Plain Brioche Burger Buns 6 Pack,£2.80,2.8
Bakery,St Pierre Sesame Seeds Brioche Burger Buns 4 Pack,£2.85,2.85
Bakery,St. Pierre Sliced Brioche Burger Buns 4 pack,£2.50,2.5
Bakery,Studio Bakery - The Matilda Cake - Chocolate,£16.00,16.0
Bakery,Studio Bakery The Matilda Cake - Victoria,£16.00,16.0
Bakery,Swizzels Squashies Drumstick Yummy Layer Cake,£14.00,14.0
Bakery,Tesco 18 Cupcakes,£8.00,8.0
Bakery,Tesco 2 Long Ferment Pizza Pockets,£1.75,1.75
Bakery,Tesco 40 Chocolate Brownie Bites,£4.10,4.1
Bakery,Tesco 5 Custard Doughnuts,£1.30,1.3
Bakery,Tesco 5 Jam Doughnuts,£1.30,1.3
Bakery,Tesco 5 Sugar Ring Doughnuts,£1.30,1.3
Bakery,Tesco 6 Bruschetta Slices 180g,£2.00,2.0
Bakery,Tesco 6 Burrito Wraps,£1.50,1.5
Bakery,Tesco All Butter Almond Croissant,£1.20,1.2
Bakery,Tesco All Butter Almond Croissant 2 Pack,£1.75,1.75
Bakery,Tesco All Butter Chocolate Croissant,£1.20,1.2
Bakery,Tesco All Butter Chocolate Croissant 2 Pack,£1.75,1.75
Bakery,Tesco All Butter Chocolate Twist,£1.20,1.2
Bakery,Tesco All Butter Croissant,£1.20,1.2
Bakery,Tesco All Butter Croissant 2 Pack,£1.75,1.75
Bakery,Tesco All Butter Croissants 4 Pack,£1.45,1.45
Bakery,Tesco All Butter Croissants 8 Pack,£2.25,2.25
Bakery,Tesco All Butter Croissants Family Pack 6 pack,£2.50,2.5
Bakery,Tesco All Butter Dark Chocolate Pain Au Chocolat 2 Pack,£1.75,1.75
Bakery,Tesco All Butter Pain Au Chocolat,£1.20,1.2
Bakery,Tesco All Butter Pain Au Chocolat 4 Pack,£2.00,2.0
Bakery,Tesco All Butter Pain Au Raisin,£1.20,1.2
Bakery,Tesco All Butter Pain Aux Raisin Pastry 2 Pack,£1.75,1.75
Bakery,Tesco All Butter Plain Scones 6 Pack,£1.75,1.75
Bakery,Tesco Almond Fingers Sponge Cakes 5 Pack,£1.19,1.19
Bakery,Tesco American Style Large Pancakes 6 Pack,£1.50,1.5
Bakery,Tesco Ancient Grain Rolls 4 Pack,£1.20,1.2
Bakery,Tesco Angel Cake Slices - Vanilla 6 Pack 160g,£1.25,1.25
Bakery,Tesco Angel Layer Cake - Vanilla,£1.75,1.75
Bakery,Tesco Apple & Cinnamon Turnover 2 Pack,£1.75,1.75
Bakery,"Tesco Assorted Jam Tarts - Strawberry, Apricot, Blackcurrant 6 Pack",£0.89,0.89
Bakery,Tesco Bake at Home Ciabatta Rolls 4 pack,£1.50,1.5
Bakery,Tesco Bake at Home Mini Panini Style Rolls 4 pack,£1.25,1.25
Bakery,Tesco Bake at Home Part Baked Mini White Rolls 6 Pack,£1.15,1.15
Bakery,Tesco Bake at Home Wholemeal rolls 240g,£1.50,1.5
Bakery,Tesco Bake at home Ciabatta Loaf 250g,£2.00,2.0
Bakery,Tesco Banana Loaf Cake,£2.00,2.0
Bakery,Tesco Banana Pancakes 6 pack,£1.40,1.4
Bakery,Tesco Belgian Buns 2 Pack,£1.80,1.8
Bakery,Tesco Birthday Cake Cubes - Chocolate Sponge 15 Pack,£15.00,15.0
Bakery,Tesco Blackcurrant Sundae Tarts 4 Pack,£2.00,2.0
Bakery,Tesco Blueberry Muffins 4 Pack,£1.80,1.8
Bakery,Tesco Bramley Apple Pie,£1.90,1.9
Bakery,Tesco Bramley Apple Pies 6 Pack,£1.29,1.29
Bakery,Tesco Brioche Burger Buns 4 Pack,£0.99,0.99
Bakery,Tesco Brown Sourdough 400G,£2.10,2.1
Bakery,Tesco Butter Brioche Rolls 8 Pack,£1.65,1.65
Bakery,Tesco Celebration Cake - Buttercream and Raspberry Jam,£13.00,13.0
